Date,Tech_ETF,Semiconductor_ETF
2021-06-15,122.96479797363281,137.97535705566406
2021-06-16,121.92826080322266,137.22996520996094
2021-06-17,123.30545806884766,138.8175506591797
2021-06-18,120.16661071777344,137.54942321777344
2021-06-21,120.4829330444336,139.0235595703125
2021-06-22,121.27128601074219,140.28431701660156
2021-06-23,121.88446044921875,140.129150390625
2021-06-24,123.87481689453125,141.0116424560547
2021-06-25,123.38819122314453,140.8468017578125
2021-06-28,126.38103485107422,142.32093811035156
2021-06-29,127.48082733154297,143.35862731933594
2021-06-30,127.61711120605469,143.20352172851562
2021-07-01,125.73379516601562,143.44595336914062
2021-07-02,126.42970275878906,145.3370819091797
2021-07-06,126.39076232910156,145.8898468017578
2021-07-07,124.63885498046875,146.6851348876953
2021-07-08,122.96966552734375,145.2982635498047
2021-07-09,125.06710052490234,146.63662719726562
2021-07-12,126.70708465576172,146.75302124023438
2021-07-13,126.43456268310547,147.3542938232422
2021-07-14,126.15718078613281,148.44052124023438
2021-07-15,122.69715118408203,147.2185516357422
2021-07-16,120.127685546875,145.76377868652344
2021-07-19,120.10335540771484,143.75625610351562
2021-07-20,121.57300567626953,145.8898468017578
2021-07-21,125.06710052490234,147.29612731933594
2021-07-22,124.31280517578125,148.3822784423828
2021-07-23,125.21796417236328,149.85646057128906
2021-07-26,125.07682800292969,149.77883911132812
2021-07-27,122.86747741699219,148.36289978027344
2021-07-28,125.06222534179688,148.17864990234375
2021-07-29,127.40784454345703,148.8672332763672
2021-07-30,128.0550994873047,148.7702178955078
2021-08-02,128.96023559570312,148.23683166503906
2021-08-03,130.12818908691406,149.187255859375
2021-08-04,131.54917907714844,149.48789978027344
2021-08-05,131.40318298339844,150.31224060058594
2021-08-06,130.6975555419922,150.18618774414062
2021-08-09,130.30337524414062,149.70127868652344
2021-08-10,128.6342010498047,148.62477111816406
2021-08-11,128.29354858398438,148.64418029785156
2021-08-12,126.89200592041016,149.4976043701172
2021-08-13,127.71929168701172,150.31224060058594
2021-08-16,127.16940307617188,150.99111938476562
2021-08-17,124.76051330566406,149.74000549316406
2021-08-18,123.14971923828125,147.67431640625
2021-08-19,124.2300796508789,149.11936950683594
2021-08-20,124.765380859375,151.03961181640625
2021-08-23,128.3519287109375,152.98898315429688
2021-08-24,128.43951416015625,152.8144073486328
2021-08-25,129.836181640625,152.72706604003906
2021-08-26,130.03570556640625,151.7669677734375
2021-08-27,132.38621520996094,153.2313995361328
2021-08-30,132.80470275878906,154.88009643554688
2021-08-31,131.79734802246094,154.06541442871094
2021-09-01,131.5929718017578,154.10423278808594
2021-09-02,131.91415405273438,153.9393310546875
2021-09-03,132.9945068359375,154.5503387451172
2021-09-07,132.72198486328125,154.58914184570312
2021-09-08,130.97006225585938,153.99754333496094
2021-09-09,131.51023864746094,153.41566467285156
2021-09-10,132.5030059814453,151.9027557373047
2021-09-13,133.49574279785156,151.9512176513672
2021-09-14,133.58334350585938,151.7572784423828
2021-09-15,134.0504913330078,153.08590698242188
2021-09-16,134.24517822265625,153.17320251464844
2021-09-17,131.8800811767578,150.7874755859375
2021-09-20,128.66824340820312,148.0409393310547
2021-09-21,128.94076538085938,148.0992431640625
2021-09-22,131.26690673828125,150.1297149658203
2021-09-23,132.9166259765625,152.1407928466797
2021-09-24,132.55653381347656,152.24765014648438
2021-09-27,132.08447265625,150.7709503173828
2021-09-28,126.7654800415039,146.30191040039062
2021-09-29,124.85297393798828,146.11732482910156
2021-09-30,124.71185302734375,145.06805419921875
2021-10-01,124.81890106201172,147.2540283203125
2021-10-04,121.56814575195312,143.84397888183594
2021-10-05,123.27626037597656,145.8938751220703
2021-10-06,123.65096282958984,146.845947265625
2021-10-07,125.18875885009766,148.18670654296875
2021-10-08,123.9721450805664,147.63291931152344
2021-10-11,123.23245239257812,146.8168182373047
2021-10-12,121.98664855957031,146.0590362548828
2021-10-13,123.02806854248047,146.95286560058594
2021-10-14,126.72168731689453,150.26573181152344
2021-10-15,127.7825698852539,151.47042846679688
2021-10-18,128.7899169921875,152.7528533935547
2021-10-19,130.26443481445312,154.26841735839844
2021-10-20,129.69020080566406,153.8409423828125
2021-10-21,131.16958618164062,154.43360900878906
2021-10-22,130.01138305664062,153.8992462158203
2021-10-25,130.66835021972656,154.4044189453125
2021-10-26,131.4129180908203,154.8416290283203
2021-10-27,130.30337524414062,154.7056121826172
2021-10-28,132.7852325439453,156.26004028320312
2021-10-29,133.16482543945312,156.9303741455078
2021-11-01,134.69288635253906,156.69725036621094
2021-11-02,136.1771240234375,158.07679748535156
2021-11-03,137.52516174316406,158.99977111816406
2021-11-04,143.21885681152344,161.48683166503906
2021-11-05,144.33815002441406,162.32237243652344
2021-11-08,146.9368133544922,163.1967315673828
2021-11-09,147.1314697265625,162.5263671875
2021-11-10,142.4888916015625,159.84498596191406
2021-11-11,145.0535125732422,160.59304809570312
2021-11-12,146.5280303955078,162.5457763671875
2021-11-15,146.3333740234375,162.3806610107422
2021-11-16,148.23129272460938,164.0905303955078
2021-11-17,147.3504638671875,163.59506225585938
2021-11-18,150.97592163085938,165.22723388671875
2021-11-19,151.9297637939453,166.43191528320312
2021-11-22,149.63766479492188,164.57627868652344
2021-11-23,148.55247497558594,164.19741821289062
2021-11-24,150.0513153076172,165.39239501953125
2021-11-26,145.7007293701172,161.26341247558594
2021-11-29,151.55020141601562,165.29522705078125
2021-11-30,148.37725830078125,163.9156951904297
2021-12-01,147.85171508789062,161.67144775390625
2021-12-02,148.23614501953125,163.1579132080078
2021-12-03,146.5523681640625,160.42788696289062
2021-12-06,145.99273681640625,161.9532012939453
2021-12-07,153.0733642578125,167.6074676513672
2021-12-08,152.41152954101562,168.3749542236328
2021-12-09,148.7227783203125,166.55821228027344
2021-12-10,149.6668701171875,169.90028381347656
2021-12-13,145.78346252441406,167.37429809570312
2021-12-14,144.9415740966797,164.62489318847656
2021-12-15,150.93701171875,168.98703002929688
2021-12-16,144.3770751953125,164.19741821289062
2021-12-17,143.7006378173828,163.09959411621094
2021-12-20,142.62086486816406,161.15966796875
2021-12-21,147.7726593017578,165.23805236816406
2021-12-22,149.52906799316406,167.39895629882812
2021-12-23,150.8157958984375,168.3333740234375
2021-12-27,154.8765411376953,171.9445343017578
2021-12-28,153.35009765625,171.0490264892578
2021-12-29,153.3256378173828,171.19505310058594
2021-12-30,151.58389282226562,170.06594848632812
2021-12-31,151.07508850097656,169.23861694335938
2022-01-03,154.4068603515625,170.84463500976562
2022-01-04,153.6044921875,169.03421020507812
2022-01-05,148.33531188964844,163.83642578125
2022-01-06,149.8079376220703,163.00906372070312
2022-01-07,145.25303649902344,161.51011657714844
2022-01-10,145.43894958496094,161.53927612304688
2022-01-11,148.37442016601562,163.4762725830078
2022-01-12,149.64158630371094,164.24526977539062
2022-01-13,147.03878784179688,159.9916229248047
2022-01-14,150.15530395507812,161.34461975097656
2022-01-18,143.4379119873047,157.47064208984375
2022-01-19,139.47499084472656,155.2708282470703
2022-01-20,135.20387268066406,153.2657012939453
2022-01-21,132.9533233642578,150.21910095214844
2022-01-24,134.65589904785156,150.997802734375
2022-01-25,129.32308959960938,147.50340270996094
2022-01-26,131.18714904785156,148.36968994140625
2022-01-27,125.5852279663086,147.34768676757812
2022-01-28,128.03146362304688,153.7913360595703
2022-01-31,134.7390594482422,157.6555633544922
2022-02-01,135.31637573242188,158.06439208984375
2022-02-02,138.77047729492188,159.34922790527344
2022-02-03,132.61572265625,154.7257537841797
2022-02-04,133.33493041992188,155.34869384765625
2022-02-07,133.54530334472656,154.31692504882812
2022-02-08,136.2801971435547,156.2247314453125
2022-02-09,141.0259246826172,159.6898651123047
2022-02-10,136.8037109375,155.51416015625
2022-02-11,129.77320861816406,150.76414489746094
2022-02-14,129.68515014648438,150.71548461914062
2022-02-15,136.74008178710938,154.67709350585938
2022-02-16,136.7107391357422,154.52134704589844
2022-02-17,131.23117065429688,149.8979034423828
2022-02-18,129.77320861816406,148.3794403076172
2022-02-22,128.8827667236328,147.00698852539062
2022-02-23,126.18211364746094,143.32766723632812
2022-02-24,130.511962890625,148.2237091064453
2022-02-25,132.33197021484375,150.23855590820312
2022-02-28,131.1920166015625,149.96603393554688
2022-03-01,127.05297088623047,146.96807861328125
2022-03-02,131.2115936279297,150.15093994140625
2022-03-03,128.38372802734375,148.35995483398438
2022-03-04,124.92964172363281,145.76107788085938
2022-03-07,118.71129608154297,140.4270477294922
2022-03-08,120.50193786621094,139.7456817626953
2022-03-09,125.73690032958984,145.27438354492188
2022-03-10,123.01667785644531,142.73390197753906
2022-03-11,120.2524185180664,140.22262573242188
2022-03-14,116.77875518798828,137.6237335205078
2022-03-15,121.6712417602539,142.2472381591797
2022-03-16,128.11463928222656,146.87071228027344
2022-03-17,128.91702270507812,147.91220092773438
2022-03-18,131.7008514404297,150.9393768310547
2022-03-21,131.39260864257812,150.65269470214844
